"Date.Day","Date.Month","Date.Year","Data.Cases","Data.Deaths","Location.Country","Location.Code","Data.Population","Location.Continent","Data.Rate"
"30","8","2020","3834","77","Iraq","IRQ","39309789","Asia","139.5657453"
"29","8","2020","4177","74","Iraq","IRQ","39309789","Asia","140.7333934"
"28","8","2020","3651","72","Iraq","IRQ","39309789","Asia","140.3161945"
"27","8","2020","3837","72","Iraq","IRQ","39309789","Asia","140.7995347"
"26","8","2020","3962","77","Iraq","IRQ","39309789","Asia","139.792152"
"25","8","2020","3644","91","Iraq","IRQ","39309789","Asia","138.3523071"
"24","8","2020","3291","75","Iraq","IRQ","39309789","Asia","137.9452838"
"23","8","2020","3965","70","Iraq","IRQ","39309789","Asia","136.5079828"
"22","8","2020","4288","75","Iraq","IRQ","39309789","Asia","134.8798896"
"21","8","2020","3995","87","Iraq","IRQ","39309789","Asia","132.7760879"
"20","8","2020","4093","85","Iraq","IRQ","39309789","Asia","130.3644749"
"19","8","2020","4576","82","Iraq","IRQ","39309789","Asia","127.1617103"
"18","8","2020","3202","94","Iraq","IRQ","39309789","Asia","122.7353319"
"17","8","2020","4348","75","Iraq","IRQ","39309789","Asia","121.5473327"
"16","8","2020","4293","76","Iraq","IRQ","39309789","Asia","116.7113871"
"15","8","2020","4013","68","Iraq","IRQ","39309789","Asia","111.1199045"
"14","8","2020","3841","53","Iraq","IRQ","39309789","Asia","109.4231261"
"13","8","2020","3441","57","Iraq","IRQ","39309789","Asia","107.1895858"
"12","8","2020","3396","67","Iraq","IRQ","39309789","Asia","105.9863232"
"11","8","2020","3484","72","Iraq","IRQ","39309789","Asia","104.3353349"
"10","8","2020","2726","82","Iraq","IRQ","39309789","Asia","101.9669681"
"9","8","2020","3325","74","Iraq","IRQ","39309789","Asia","101.2877479"
"8","8","2020","3461","75","Iraq","IRQ","39309789","Asia","100.1099243"
"7","8","2020","3047","67","Iraq","IRQ","39309789","Asia","97.62708215"
"6","8","2020","2834","77","Iraq","IRQ","39309789","Asia","95.88196976"
"5","8","2020","2836","83","Iraq","IRQ","39309789","Asia","95.55635112"
"4","8","2020","2735","66","Iraq","IRQ","39309789","Asia","94.61510974"
"3","8","2020","2447","63","Iraq","IRQ","39309789","Asia","93.16000144"
"2","8","2020","2095","64","Iraq","IRQ","39309789","Asia","92.81148774"
"1","8","2020","3346","70","Iraq","IRQ","39309789","Asia","92.69446855"
"31","7","2020","2963","68","Iraq","IRQ","39309789","Asia","89.32889464"
"30","7","2020","2968","68","Iraq","IRQ","39309789","Asia","87.59395783"
"29","7","2020","2747","77","Iraq","IRQ","39309789","Asia","85.41129539"
"28","7","2020","2553","96","Iraq","IRQ","39309789","Asia","83.56697107"
"27","7","2020","2459","78","Iraq","IRQ","39309789","Asia","82.74274889"
"26","7","2020","2862","72","Iraq","IRQ","39309789","Asia","82.36879623"
"25","7","2020","2485","90","Iraq","IRQ","39309789","Asia","82.04317759"
"24","7","2020","2361","80","Iraq","IRQ","39309789","Asia","82.9666117"
"23","7","2020","2706","92","Iraq","IRQ","39309789","Asia","82.48072764"
"22","7","2020","2466","81","Iraq","IRQ","39309789","Asia","82.56976398"
"21","7","2020","2163","88","Iraq","IRQ","39309789","Asia","82.46800816"
"20","7","2020","2310","90","Iraq","IRQ","39309789","Asia","81.53439847"
"19","7","2020","2049","75","Iraq","IRQ","39309789","Asia","81.06377778"
"18","7","2020","2023","94","Iraq","IRQ","39309789","Asia","81.78878803"
"17","7","2020","2281","90","Iraq","IRQ","39309789","Asia","82.52397386"
"16","7","2020","2110","87","Iraq","IRQ","39309789","Asia","82.27721599"
"15","7","2020","2022","95","Iraq","IRQ","39309789","Asia","83.05310415"
"14","7","2020","2229","100","Iraq","IRQ","39309789","Asia","82.89029483"
"13","7","2020","2312","95","Iraq","IRQ","39309789","Asia","81.66922494"
"12","7","2020","2734","95","Iraq","IRQ","39309789","Asia","81.23167489"
"11","7","2020","2848","78","Iraq","IRQ","39309789","Asia","79.5399843"
"10","7","2020","2170","103","Iraq","IRQ","39309789","Asia","77.52013118"
"9","7","2020","2741","94","Iraq","IRQ","39309789","Asia","78.19935131"
"8","7","2020","2426","118","Iraq","IRQ","39309789","Asia","76.82310378"
"7","7","2020","1796","94","Iraq","IRQ","39309789","Asia","75.29676641"
"6","7","2020","2125","105","Iraq","IRQ","39309789","Asia","75.32729316"
"5","7","2020","2334","106","Iraq","IRQ","39309789","Asia","74.10876716"
"4","7","2020","2312","102","Iraq","IRQ","39309789","Asia","72.92839959"
"3","7","2020","2184","110","Iraq","IRQ","39309789","Asia","71.20618226"
"2","7","2020","2415","107","Iraq","IRQ","39309789","Asia","69.37203352"
"1","7","2020","1958","104","Iraq","IRQ","39309789","Asia","67.18173939"
"30","6","2020","1749","83","Iraq","IRQ","39309789","Asia","65.7240872"
"29","6","2020","2140","96","Iraq","IRQ","39309789","Asia","64.08836232"
"28","6","2020","2069","101","Iraq","IRQ","39309789","Asia","61.84719028"
"27","6","2020","2054","122","Iraq","IRQ","39309789","Asia","59.58566707"
"26","6","2020","2437","107","Iraq","IRQ","39309789","Asia","57.14607117"
"25","6","2020","2200","79","Iraq","IRQ","39309789","Asia","54.15444993"
"24","6","2020","1826","84","Iraq","IRQ","39309789","Asia","51.47318394"
"23","6","2020","1808","67","Iraq","IRQ","39309789","Asia","48.8300764"
"22","6","2020","1646","87","Iraq","IRQ","39309789","Asia","47.06715673"
"21","6","2020","1870","88","Iraq","IRQ","39309789","Asia","46.10556419"
"20","6","2020","1635","69","Iraq","IRQ","39309789","Asia","44.5334367"
"19","6","2020","1463","83","Iraq","IRQ","39309789","Asia","42.93332635"
"18","6","2020","1554","61","Iraq","IRQ","39309789","Asia","40.92110492"
"17","6","2020","1385","60","Iraq","IRQ","39309789","Asia","38.95467361"
"16","6","2020","1106","45","Iraq","IRQ","39309789","Asia","36.75166"
"15","6","2020","1259","58","Iraq","IRQ","39309789","Asia","35.02944267"
"14","6","2020","1180","53","Iraq","IRQ","39309789","Asia","32.48809094"
"13","6","2020","1095","39","Iraq","IRQ","39309789","Asia","30.26472617"
"12","6","2020","1261","31","Iraq","IRQ","39309789","Asia","28.53742105"
"11","6","2020","1146","34","Iraq","IRQ","39309789","Asia","26.14870306"
"10","6","2020","787","22","Iraq","IRQ","39309789","Asia","23.96349673"
"9","6","2020","1115","24","Iraq","IRQ","39309789","Asia","22.51093233"
"8","6","2020","1268","28","Iraq","IRQ","39309789","Asia","20.0891437"
"7","6","2020","1252","33","Iraq","IRQ","39309789","Asia","17.36463149"
"6","6","2020","1006","14","Iraq","IRQ","39309789","Asia","14.96319403"
"5","6","2020","672","15","Iraq","IRQ","39309789","Asia","12.62535395"
"4","6","2020","781","21","Iraq","IRQ","39309789","Asia","11.30507213"
"3","6","2020","519","20","Iraq","IRQ","39309789","Asia","9.60574986"
"2","6","2020","429","10","Iraq","IRQ","39309789","Asia","8.43047008"
"1","6","2020","260","10","Iraq","IRQ","39309789","Asia","7.7207232"
"31","5","2020","306","10","Iraq","IRQ","39309789","Asia","7.42563131"
"30","5","2020","416","6","Iraq","IRQ","39309789","Asia","6.81764026"
"29","5","2020","322","4","Iraq","IRQ","39309789","Asia","5.88657446"
"28","5","2020","287","6","Iraq","IRQ","39309789","Asia","5.34981249"
"27","5","2020","216","6","Iraq","IRQ","39309789","Asia","4.92243802"
"26","5","2020","163","3","Iraq","IRQ","39309789","Asia","4.61462665"
"25","5","2020","197","8","Iraq","IRQ","39309789","Asia","4.32971034"
"24","5","2020","308","5","Iraq","IRQ","39309789","Asia","4.05242572"
"23","5","2020","87","7","Iraq","IRQ","39309789","Asia","3.46224194"
"22","5","2020","153","6","Iraq","IRQ","39309789","Asia","3.39355676"
"21","5","2020","113","3","Iraq","IRQ","39309789","Asia","3.16460615"
"20","5","2020","57","4","Iraq","IRQ","39309789","Asia","3.00179683"
"19","5","2020","150","4","Iraq","IRQ","39309789","Asia","3.07302591"
"18","5","2020","144","2","Iraq","IRQ","39309789","Asia","2.81863635"
"17","5","2020","67","4","Iraq","IRQ","39309789","Asia","2.64819534"
"16","5","2020","50","2","Iraq","IRQ","39309789","Asia","2.64565144"
"15","5","2020","111","0","Iraq","IRQ","39309789","Asia","2.69144156"
"14","5","2020","119","3","Iraq","IRQ","39309789","Asia","2.61766859"
"13","5","2020","95","2","Iraq","IRQ","39309789","Asia","2.71179273"
"12","5","2020","51","1","Iraq","IRQ","39309789","Asia","2.47012265"
"11","5","2020","88","2","Iraq","IRQ","39309789","Asia","2.40906915"
"10","5","2020","76","3","Iraq","IRQ","39309789","Asia","2.33020839"
"9","5","2020","60","2","Iraq","IRQ","39309789","Asia","2.27678658"
"8","5","2020","63","0","Iraq","IRQ","39309789","Asia","2.20301361"
"7","5","2020","49","0","Iraq","IRQ","39309789","Asia","2.23354035"
"6","5","2020","85","4","Iraq","IRQ","39309789","Asia","2.10888947"
"5","5","2020","50","1","Iraq","IRQ","39309789","Asia","1.96388742"
"4","5","2020","77","2","Iraq","IRQ","39309789","Asia","1.92572898"
"3","5","2020","66","1","Iraq","IRQ","39309789","Asia","1.87485107"
"2","5","2020","68","1","Iraq","IRQ","39309789","Asia","1.70695396"
"1","5","2020","82","1","Iraq","IRQ","39309789","Asia","1.65607605"
"30","4","2020","156","4","Iraq","IRQ","39309789","Asia","1.49581062"
"29","4","2020","0","0","Iraq","IRQ","39309789","Asia","1.13712134"
"28","4","2020","27","1","Iraq","IRQ","39309789","Asia","1.19308705"
"27","4","2020","57","1","Iraq","IRQ","39309789","Asia","1.19054315"
"26","4","2020","55","0","Iraq","IRQ","39309789","Asia","1.13203355"
"25","4","2020","31","3","Iraq","IRQ","39309789","Asia","1.09133122"
"24","4","2020","75","0","Iraq","IRQ","39309789","Asia","1.13203355"
"23","4","2020","0","0","Iraq","IRQ","39309789","Asia","1.01755825"
"22","4","2020","28","1","Iraq","IRQ","39309789","Asia","1.4525644"
"21","4","2020","35","0","Iraq","IRQ","39309789","Asia","1.38133532"
"20","4","2020","57","1","Iraq","IRQ","39309789","Asia","1.47037167"
"19","4","2020","0","0","Iraq","IRQ","39309789","Asia","1.53651295"
"18","4","2020","48","1","Iraq","IRQ","39309789","Asia","1.80616589"
"17","4","2020","19","1","Iraq","IRQ","39309789","Asia","1.6840589"
"16","4","2020","15","1","Iraq","IRQ","39309789","Asia","1.83414874"
"15","4","2020","22","0","Iraq","IRQ","39309789","Asia","1.79599031"
"14","4","2020","26","2","Iraq","IRQ","39309789","Asia","1.90283392"
"13","4","2020","34","4","Iraq","IRQ","39309789","Asia","2.04783597"
"12","4","2020","39","2","Iraq","IRQ","39309789","Asia","2.06564324"
"11","4","2020","47","1","Iraq","IRQ","39309789","Asia","2.0885383"
"10","4","2020","30","0","Iraq","IRQ","39309789","Asia","2.16231128"
"9","4","2020","171","5","Iraq","IRQ","39309789","Asia","2.17757465"
"8","4","2020","0","0","Iraq","IRQ","39309789","Asia","1.81888537"
"7","4","2020","70","3","Iraq","IRQ","39309789","Asia","1.94608015"
"6","4","2020","83","5","Iraq","IRQ","39309789","Asia","1.85195601"
"5","4","2020","106","2","Iraq","IRQ","39309789","Asia","1.68914669"
"4","4","2020","0","0","Iraq","IRQ","39309789","Asia","1.47291556"
"3","4","2020","78","4","Iraq","IRQ","39309789","Asia","1.51361789"
"2","4","2020","0","0","Iraq","IRQ","39309789","Asia","1.34826468"
"1","4","2020","64","4","Iraq","IRQ","39309789","Asia","1.37370363"
"31","3","2020","83","4","Iraq","IRQ","39309789","Asia","1.28721118"
"30","3","2020","41","0","Iraq","IRQ","39309789","Asia","1.07606785"
"29","3","2020","48","2","Iraq","IRQ","39309789","Asia","1.07098006"
"28","3","2020","76","4","Iraq","IRQ","39309789","Asia","0.94887307"
"27","3","2020","36","7","Iraq","IRQ","39309789","Asia","0.78351985"
"26","3","2020","30","2","Iraq","IRQ","39309789","Asia","0.70211519"
"25","3","2020","50","4","Iraq","IRQ","39309789","Asia","0.64869338"
"24","3","2020","33","3","Iraq","IRQ","39309789","Asia","0.5214986"
"23","3","2020","19","3","Iraq","IRQ","39309789","Asia","0.45535732"
"22","3","2020","21","3","Iraq","IRQ","39309789","Asia","0.44772563"
"21","3","2020","16","2","Iraq","IRQ","39309789","Asia","0.41211109"
"20","3","2020","13","0","Iraq","IRQ","39309789","Asia","0.38412824"
"19","3","2020","10","1","Iraq","IRQ","39309789","Asia","0.36377707"
"18","3","2020","30","2","Iraq","IRQ","39309789","Asia","0.34342591"
"17","3","2020","0","0","Iraq","IRQ","39309789","Asia","0.28237241"
"16","3","2020","39","0","Iraq","IRQ","39309789","Asia","0.29763579"
"15","3","2020","0","0","Iraq","IRQ","39309789","Asia","0.20096775"
"14","3","2020","11","1","Iraq","IRQ","39309789","Asia","0.20351165"
"13","3","2020","4","0","Iraq","IRQ","39309789","Asia","0.1755288"
"12","3","2020","9","2","Iraq","IRQ","39309789","Asia","0.1755288"
"11","3","2020","0","0","Iraq","IRQ","39309789","Asia","0.15517763"
"9","3","2020","7","4","Iraq","IRQ","39309789","Asia","0.15517763"
"8","3","2020","16","0","Iraq","IRQ","39309789","Asia","0.13737036"
"6","3","2020","7","2","Iraq","IRQ","39309789","Asia","0.09666803"
"5","3","2020","5","0","Iraq","IRQ","39309789","Asia","0.07886076"
"4","3","2020","5","0","Iraq","IRQ","39309789","Asia","0.06614129"
"3","3","2020","2","0","Iraq","IRQ","39309789","Asia","0.05342181"
"2","3","2020","6","0","Iraq","IRQ","39309789","Asia","0.04833402"
"1","3","2020","6","0","Iraq","IRQ","39309789","Asia","0.03307064"
"29","2","2020","1","0","Iraq","IRQ","39309789","Asia","0.01780727"
"28","2","2020","1","0","Iraq","IRQ","39309789","Asia","0.01526337"
"27","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.01271948"
"26","2","2020","4","0","Iraq","IRQ","39309789","Asia","0.01271948"
"25","2","2020","1","0","Iraq","IRQ","39309789","Asia","0.0025439"
"24","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"23","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"22","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"21","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"20","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"19","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"18","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"17","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"16","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"15","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"14","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"13","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"12","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"11","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"10","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"9","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"8","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"7","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"6","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"5","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"4","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"3","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"2","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"1","2","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"31","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"30","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"29","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"28","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"27","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"26","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"25","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"24","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"23","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"22","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"21","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"20","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"19","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"18","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"17","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"16","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"15","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"14","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"13","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"12","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"11","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"10","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"9","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"8","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"7","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"6","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"5","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"4","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"3","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"2","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"1","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"31","12","2019","0","0","Iraq","IRQ","39309789","Asia","0.0"
"5","11","2020","435","8","Ireland","IRL","4904240","Europe","205.1490139"
"4","11","2020","298","5","Ireland","IRL","4904240","Europe","220.0544835"
"3","11","2020","748","2","Ireland","IRL","4904240","Europe","239.7313345"
"2","11","2020","546","2","Ireland","IRL","4904240","Europe","245.5018515"
"1","11","2020","397","5","Ireland","IRL","4904240","Europe","260.5500547"
"31","10","2020","762","6","Ireland","IRL","4904240","Europe","277.9635581"
"30","10","2020","863","6","Ireland","IRL","4904240","Europe","282.7757206"
"29","10","2020","667","6","Ireland","IRL","4904240","Europe","289.3618583"
"28","10","2020","700","5","Ireland","IRL","4904240","Europe","297.8647048"
"27","10","2020","939","3","Ireland","IRL","4904240","Europe","300.0668809"
"26","10","2020","1020","0","Ireland","IRL","4904240","Europe","297.7015807"
"25","10","2020","847","4","Ireland","IRL","4904240","Europe","293.5011337"
"24","10","2020","785","7","Ireland","IRL","4904240","Europe","296.8451789"
"23","10","2020","1054","3","Ireland","IRL","4904240","Europe","293.4195716"
"22","10","2020","1166","3","Ireland","IRL","4904240","Europe","282.164005"
"21","10","2020","1263","13","Ireland","IRL","4904240","Europe","270.8064858"
"20","10","2020","1031","0","Ireland","IRL","4904240","Europe","253.6988402"
"19","10","2020","1284","3","Ireland","IRL","4904240","Europe","243.2588943"
"18","10","2020","1251","8","Ireland","IRL","4904240","Europe","224.4996167"
"17","10","2020","998","3","Ireland","IRL","4904240","Europe","211.3273412"
"16","10","2020","1186","3","Ireland","IRL","4904240","Europe","200.479585"
"15","10","2020","1084","5","Ireland","IRL","4904240","Europe","185.3090387"
"14","10","2020","808","3","Ireland","IRL","4904240","Europe","171.6677814"
"13","10","2020","823","1","Ireland","IRL","4904240","Europe","162.5736098"
"12","10","2020","814","5","Ireland","IRL","4904240","Europe","153.7037339"
"11","10","2020","1011","0","Ireland","IRL","4904240","Europe","145.8737745"
"10","10","2020","617","4","Ireland","IRL","4904240","Europe","130.2546368"
"9","10","2020","502","1","Ireland","IRL","4904240","Europe","124.2190431"
"8","10","2020","609","5","Ireland","IRL","4904240","Europe","120.4875781"
"7","10","2020","424","1","Ireland","IRL","4904240","Europe","112.7799618"
"6","10","2020","519","0","Ireland","IRL","4904240","Europe","110.7205194"
"5","10","2020","364","0","Ireland","IRL","4904240","Europe","103.9712575"
"4","10","2020","605","9","Ireland","IRL","4904240","Europe","104.6033636"
"3","10","2020","466","-5","Ireland","IRL","4904240","Europe","97.71136812"
"2","10","2020","442","2","Ireland","IRL","4904240","Europe","93.26623493"
"1","10","2020","415","1","Ireland","IRL","4904240","Europe","88.82110174"
"30","9","2020","362","1","Ireland","IRL","4904240","Europe","85.45666607"
"29","9","2020","388","0","Ireland","IRL","4904240","Europe","85.35471347"
"28","9","2020","430","0","Ireland","IRL","4904240","Europe","81.66402949"
"27","9","2020","245","5","Ireland","IRL","4904240","Europe","78.09568863"
"26","9","2020","321","0","Ireland","IRL","4904240","Europe","76.34210398"
"25","9","2020","319","3","Ireland","IRL","4904240","Europe","74.09914686"
"24","9","2020","231","2","Ireland","IRL","4904240","Europe","71.591113"
"23","9","2020","323","0","Ireland","IRL","4904240","Europe","68.59370667"
"22","9","2020","188","0","Ireland","IRL","4904240","Europe","68.24706784"
"21","9","2020","395","0","Ireland","IRL","4904240","Europe","66.49348319"
"20","9","2020","267","0","Ireland","IRL","4904240","Europe","61.25311975"
"19","9","2020","248","3","Ireland","IRL","4904240","Europe","60.51906106"
"18","9","2020","224","1","Ireland","IRL","4904240","Europe","57.44009265"
"17","9","2020","250","1","Ireland","IRL","4904240","Europe","54.74854412"
"16","9","2020","357","3","Ireland","IRL","4904240","Europe","51.46567052"
"15","9","2020","207","0","Ireland","IRL","4904240","Europe","48.54982627"
"14","9","2020","255","1","Ireland","IRL","4904240","Europe","45.36890527"
"13","9","2020","159","2","Ireland","IRL","4904240","Europe","40.98494364"
"12","9","2020","211","0","Ireland","IRL","4904240","Europe","40.61791429"
"11","9","2020","196","0","Ireland","IRL","4904240","Europe","38.88472016"
"10","9","2020","84","3","Ireland","IRL","4904240","Europe","36.72332512"
"9","9","2020","306","1","Ireland","IRL","4904240","Europe","38.31378562"
"8","9","2020","102","0","Ireland","IRL","4904240","Europe","33.80748087"
"7","9","2020","138","0","Ireland","IRL","4904240","Europe","34.72505424"
"6","9","2020","231","0","Ireland","IRL","4904240","Europe","33.15498426"
"5","9","2020","97","0","Ireland","IRL","4904240","Europe","31.56452376"
"4","9","2020","92","0","Ireland","IRL","4904240","Europe","31.19749441"
"3","9","2020","89","0","Ireland","IRL","4904240","Europe","31.95194362"
"2","9","2020","214","0","Ireland","IRL","4904240","Europe","31.11593234"
"1","9","2020","51","0","Ireland","IRL","4904240","Europe","30.5449978"
"31","8","2020","40","0","Ireland","IRL","4904240","Europe","30.64695039"
"30","8","2020","141","0","Ireland","IRL","4904240","Europe","31.17710389"
"29","8","2020","126","0","Ireland","IRL","4904240","Europe","32.29858245"
"28","8","2020","90","0","Ireland","IRL","4904240","Europe","31.0751513"
"27","8","2020","162","0","Ireland","IRL","4904240","Europe","31.09554182"
"26","8","2020","85","0","Ireland","IRL","4904240","Europe","28.54672691"
"25","8","2020","147","0","Ireland","IRL","4904240","Europe","27.48641991"
"24","8","2020","61","0","Ireland","IRL","4904240","Europe","25.63088266"
"23","8","2020","153","1","Ireland","IRL","4904240","Europe","25.7736163"
"22","8","2020","79","0","Ireland","IRL","4904240","Europe","26.2018172"
"21","8","2020","129","1","Ireland","IRL","4904240","Europe","26.58923707"
"20","8","2020","48","0","Ireland","IRL","4904240","Europe","25.36580591"
"19","8","2020","186","1","Ireland","IRL","4904240","Europe","25.40658695"
"18","8","2020","56","0","Ireland","IRL","4904240","Europe","22.53152374"
"17","8","2020","66","0","Ireland","IRL","4904240","Europe","22.32761855"
"16","8","2020","196","0","Ireland","IRL","4904240","Europe","22.0625418"
"15","8","2020","66","0","Ireland","IRL","4904240","Europe","18.96318288"
"14","8","2020","91","0","Ireland","IRL","4904240","Europe","18.39224834"
"13","8","2020","37","1","Ireland","IRL","4904240","Europe","18.26990522"
"12","8","2020","33","1","Ireland","IRL","4904240","Europe","17.78053276"
"11","8","2020","56","0","Ireland","IRL","4904240","Europe","17.86209484"
"10","8","2020","68","0","Ireland","IRL","4904240","Europe","16.94452148"
"9","8","2020","174","0","Ireland","IRL","4904240","Europe","15.8026524"
"8","8","2020","98","4","Ireland","IRL","4904240","Europe","12.74407452"
"7","8","2020","69","5","Ireland","IRL","4904240","Europe","11.1332235"
"6","8","2020","50","0","Ireland","IRL","4904240","Europe","9.8690113"
"5","8","2020","45","0","Ireland","IRL","4904240","Europe","9.19612417"
"4","8","2020","46","0","Ireland","IRL","4904240","Europe","9.0126095"
"3","8","2020","53","0","Ireland","IRL","4904240","Europe","8.19698873"
"2","8","2020","44","0","Ireland","IRL","4904240","Europe","7.3201964"
"1","8","2020","38","0","Ireland","IRL","4904240","Europe","6.83082394"
"31","7","2020","85","0","Ireland","IRL","4904240","Europe","6.70848082"
"30","7","2020","13","0","Ireland","IRL","4904240","Europe","5.28114448"
"29","7","2020","37","0","Ireland","IRL","4904240","Europe","5.28114448"
"28","7","2020","11","0","Ireland","IRL","4904240","Europe","5.17919188"
"27","7","2020","12","0","Ireland","IRL","4904240","Europe","5.15880136"
"26","7","2020","24","0","Ireland","IRL","4904240","Europe","5.26075396"
"25","7","2020","19","0","Ireland","IRL","4904240","Europe","5.21997292"
"24","7","2020","7","9","Ireland","IRL","4904240","Europe","5.32192552"
"23","7","2020","17","1","Ireland","IRL","4904240","Europe","5.64817383"
"22","7","2020","36","0","Ireland","IRL","4904240","Europe","5.38309708"
"21","7","2020","6","0","Ireland","IRL","4904240","Europe","4.79177202"
"20","7","2020","10","0","Ireland","IRL","4904240","Europe","4.75099098"
"19","7","2020","20","1","Ireland","IRL","4904240","Europe","4.91411513"
"18","7","2020","32","3","Ireland","IRL","4904240","Europe","4.73060046"
"17","7","2020","15","1","Ireland","IRL","4904240","Europe","4.26161852"
"16","7","2020","13","2","Ireland","IRL","4904240","Europe","4.20044696"
"15","7","2020","32","0","Ireland","IRL","4904240","Europe","4.01693229"
"14","7","2020","10","0","Ireland","IRL","4904240","Europe","3.58873138"
"13","7","2020","17","0","Ireland","IRL","4904240","Europe","3.85380813"
"12","7","2020","22","2","Ireland","IRL","4904240","Europe","3.54795035"
"11","7","2020","24","1","Ireland","IRL","4904240","Europe","3.56834086"
"10","7","2020","23","0","Ireland","IRL","4904240","Europe","3.26248308"
"9","7","2020","4","0","Ireland","IRL","4904240","Europe","2.97701581"
"8","7","2020","7","2","Ireland","IRL","4904240","Europe","2.99740633"
"7","7","2020","4","0","Ireland","IRL","4904240","Europe","3.01779685"
"6","7","2020","18","0","Ireland","IRL","4904240","Europe","3.01779685"
"5","7","2020","11","1","Ireland","IRL","4904240","Europe","2.7527201"
"4","7","2020","9","2","Ireland","IRL","4904240","Europe","2.6507675"
"3","7","2020","12","0","Ireland","IRL","4904240","Europe","2.73232958"
"2","7","2020","4","2","Ireland","IRL","4904240","Europe","2.77311061"
"1","7","2020","11","1","Ireland","IRL","4904240","Europe","2.83428217"
"30","6","2020","23","0","Ireland","IRL","4904240","Europe","2.87506321"
"29","6","2020","2","1","Ireland","IRL","4904240","Europe","2.77311061"
"28","6","2020","23","4","Ireland","IRL","4904240","Europe","2.89545373"
"27","6","2020","9","3","Ireland","IRL","4904240","Europe","3.34404515"
"26","6","2020","9","1","Ireland","IRL","4904240","Europe","3.40521671"
"25","6","2020","5","6","Ireland","IRL","4904240","Europe","3.36443567"
"24","6","2020","8","3","Ireland","IRL","4904240","Europe","3.58873138"
"23","6","2020","4","2","Ireland","IRL","4904240","Europe","3.58873138"
"22","6","2020","5","0","Ireland","IRL","4904240","Europe","3.62951242"
"21","6","2020","6","1","Ireland","IRL","4904240","Europe","3.89458917"
